UserINode,UserJNode,INode,JNode,I_Z,J_Z,Max Drift X,Max Drift Y,Series,LoadCase
31,32,25,68,-5,0,0.0175075,0.0110025,Level3,gm5RSN779_LOMAP_LGP000
31,32,25,68,-5,0,0.0149973,0.0200286,Level3,gm6RSN828_CAPEMEND_PET000
31,32,25,68,-5,0,0.0219673,0.0162075,Level3,gm7RSN1086_NORTHR_SYL090
31,32,25,68,-5,0,0.0111981,0.00670238,Level3,gm8RSN949_NORTHR_ARL090
31,32,25,68,-5,0,0.0233845,0.0245315,Level3,gm9RSN1120_KOBE_TAK000
31,32,25,68,-5,0,0.0306564,0.0280993,Level4,gm10RSN1119_KOBE_TAZ000
31,32,25,68,-5,0,0.00931528,0.0110584,Level4,gm11RSN1528_CHICHI_TCU101-E
31,32,25,68,-5,0,0.0179592,0.0118168,Level4,gm1RSN6_IMPVALL.I_I-ELC180
31,32,25,68,-5,0,0.0111897,0.0097279,Level4,gm2RSN4458_MONTENE.GRO_ULO000
31,32,25,68,-5,0,0.0118751,0.0165663,Level4,gm3RSN165_IMPVALL.H_H-CHI012
31,32,25,68,-5,0,0.0239165,0.0134895,Level4,gm4RSN723_SUPER.B_B-PTS225
31,32,25,68,-5,0,0.0235348,0.017547,Level4,gm5RSN779_LOMAP_LGP000
31,32,25,68,-5,0,0.0209107,0.02771,Level4,gm6RSN828_CAPEMEND_PET000
31,32,25,68,-5,0,0.0324574,0.0257148,Level4,gm7RSN1086_NORTHR_SYL090
31,32,25,68,-5,0,0.0177003,0.0105854,Level4,gm8RSN949_NORTHR_ARL090
31,32,25,68,-5,0,0.0364297,0.0313927,Level4,gm9RSN1120_KOBE_TAK000
31,32,25,68,-5,0,0.0309508,0.0295751,Level5,gm10RSN1119_KOBE_TAZ000
31,32,25,68,-5,0,0.0127438,0.0151097,Level5,gm11RSN1528_CHICHI_TCU101-E
31,32,25,68,-5,0,0.0227053,0.0161501,Level5,gm1RSN6_IMPVALL.I_I-ELC180
31,32,25,68,-5,0,0.0153046,0.0132915,Level5,gm2RSN4458_MONTENE.GRO_ULO000
31,32,25,68,-5,0,0.0160165,0.0211675,Level5,gm3RSN165_IMPVALL.H_H-CHI012
31,32,25,68,-5,0,0.0256253,0.0184084,Level5,gm4RSN723_SUPER.B_B-PTS225
31,32,25,68,-5,0,0.0313694,0.0214899,Level5,gm5RSN779_LOMAP_LGP000
31,32,25,68,-5,0,0.0249698,0.0390388,Level5,gm6RSN828_CAPEMEND_PET000
31,32,25,68,-5,0,0.0356614,0.0303183,Level5,gm7RSN1086_NORTHR_SYL090
31,32,25,68,-5,0,0.0236807,0.0144551,Level5,gm8RSN949_NORTHR_ARL090
31,32,25,68,-5,0,0.0558603,0.0392957,Level5,gm9RSN1120_KOBE_TAK000
31,32,25,68,-5,0,0.0344892,0.0369427,Level6,gm10RSN1119_KOBE_TAZ000
31,32,25,68,-5,0,0.0155519,0.0184524,Level6,gm11RSN1528_CHICHI_TCU101-E
31,32,25,68,-5,0,0.0231809,0.0196598,Level6,gm1RSN6_IMPVALL.I_I-ELC180
31,32,25,68,-5,0,0.0186652,0.016202,Level6,gm2RSN4458_MONTENE.GRO_ULO000
31,32,25,68,-5,0,0.0190445,0.024914,Level6,gm3RSN165_IMPVALL.H_H-CHI012
31,32,25,68,-5,0,0.0315395,0.0224142,Level6,gm4RSN723_SUPER.B_B-PTS225
31,32,25,68,-5,0,0.0354705,0.0262338,Level6,gm5RSN779_LOMAP_LGP000
31,32,25,68,-5,0,0.029457,0.0433333,Level6,gm6RSN828_CAPEMEND_PET000
31,32,25,68,-5,0,0.0414197,0.0358751,Level6,gm7RSN1086_NORTHR_SYL090
31,32,25,68,-5,0,0.0255851,0.0176597,Level6,gm8RSN949_NORTHR_ARL090
31,32,25,68,-5,0,0.162109,0.057671,Level6,gm9RSN1120_KOBE_TAK000
31,32,25,68,-5,0,0.0400983,0.0409218,Level7,gm10RSN1119_KOBE_TAZ000
31,32,25,68,-5,0,0.0183642,0.0225372,Level7,gm11RSN1528_CHICHI_TCU101-E
31,32,25,68,-5,0,0.0243736,0.0232767,Level7,gm1RSN6_IMPVALL.I_I-ELC180
31,32,25,68,-5,0,0.0220647,0.0191039,Level7,gm2RSN4458_MONTENE.GRO_ULO000
31,32,25,68,-5,0,0.0218352,0.026106,Level7,gm3RSN165_IMPVALL.H_H-CHI012
31,32,25,68,-5,0,0.0372319,0.0256532,Level7,gm4RSN723_SUPER.B_B-PTS225
31,32,25,68,-5,0,0.0359115,0.0293458,Level7,gm5RSN779_LOMAP_LGP000
31,32,25,68,-5,0,0.0319756,0.0429544,Level7,gm6RSN828_CAPEMEND_PET000
31,32,25,68,-5,0,0.0470427,0.0440651,Level7,gm7RSN1086_NORTHR_SYL090
31,32,25,68,-5,0,0.0303497,0.0208407,Level7,gm8RSN949_NORTHR_ARL090
31,32,25,68,-5,0,0.157233,0.197684,Level7,gm9RSN1120_KOBE_TAK000
31,32,25,68,-5,0,0.0434593,0.0438056,Level8,gm10RSN1119_KOBE_TAZ000
31,32,25,68,-5,0,0.0207023,0.0273467,Level8,gm11RSN1528_CHICHI_TCU101-E
31,32,25,68,-5,0,0.025979,0.0266678,Level8,gm1RSN6_IMPVALL.I_I-ELC180
31,32,25,68,-5,0,0.0248378,0.0212064,Level8,gm2RSN4458_MONTENE.GRO_ULO000
31,32,25,68,-5,0,0.0227803,0.0267027,Level8,gm3RSN165_IMPVALL.H_H-CHI012
31,32,25,68,-5,0,0.0412351,0.0280235,Level8,gm4RSN723_SUPER.B_B-PTS225
31,32,25,68,-5,0,0.0358836,0.0324617,Level8,gm5RSN779_LOMAP_LGP000
31,32,25,68,-5,0,0.0323618,0.0410639,Level8,gm6RSN828_CAPEMEND_PET000
31,32,25,68,-5,0,0.0521801,0.0532609,Level8,gm7RSN1086_NORTHR_SYL090
31,32,25,68,-5,0,0.0353551,0.0238002,Level8,gm8RSN949_NORTHR_ARL090
31,32,25,68,-5,0,0.24504,0.247218,Level8,gm9RSN1120_KOBE_TAK000
33,34,81,106,-5,0,0.00515106,0.00410286,Level1,gm10RSN1119_KOBE_TAZ000
33,34,81,106,-5,0,0.00136436,0.0015977,Level1,gm11RSN1528_CHICHI_TCU101-E
33,34,81,106,-5,0,0.00258426,0.00170703,Level1,gm1RSN6_IMPVALL.I_I-ELC180
33,34,81,106,-5,0,0.00159843,0.0014134,Level1,gm2RSN4458_MONTENE.GRO_ULO000
33,34,81,106,-5,0,0.0016919,0.0023668,Level1,gm3RSN165_IMPVALL.H_H-CHI012
33,34,81,106,-5,0,0.00425075,0.00192292,Level1,gm4RSN723_SUPER.B_B-PTS225
33,34,81,106,-5,0,0.0039686,0.00247568,Level1,gm5RSN779_LOMAP_LGP000
33,34,81,106,-5,0,0.00341544,0.00476944,Level1,gm6RSN828_CAPEMEND_PET000
33,34,81,106,-5,0,0.00504346,0.00368043,Level1,gm7RSN1086_NORTHR_SYL090
33,34,81,106,-5,0,0.00252956,0.00149932,Level1,gm8RSN949_NORTHR_ARL090
33,34,81,106,-5,0,0.00550306,0.00699902,Level1,gm9RSN1120_KOBE_TAK000
33,34,81,106,-5,0,0.0138666,0.0110171,Level2,gm10RSN1119_KOBE_TAZ000
33,34,81,106,-5,0,0.00360055,0.00426262,Level2,gm11RSN1528_CHICHI_TCU101-E
33,34,81,106,-5,0,0.00695985,0.00454122,Level2,gm1RSN6_IMPVALL.I_I-ELC180
33,34,81,106,-5,0,0.00432878,0.00375841,Level2,gm2RSN4458_MONTENE.GRO_ULO000
33,34,81,106,-5,0,0.00459815,0.00636963,Level2,gm3RSN165_IMPVALL.H_H-CHI012
33,34,81,106,-5,0,0.0113326,0.00517105,Level2,gm4RSN723_SUPER.B_B-PTS225
33,34,81,106,-5,0,0.0107678,0.00669287,Level2,gm5RSN779_LOMAP_LGP000
33,34,81,106,-5,0,0.00924148,0.012803,Level2,gm6RSN828_CAPEMEND_PET000
33,34,81,106,-5,0,0.0135262,0.00990026,Level2,gm7RSN1086_NORTHR_SYL090
33,34,81,106,-5,0,0.00686376,0.00404885,Level2,gm8RSN949_NORTHR_ARL090
33,34,81,106,-5,0,0.0147493,0.0186916,Level2,gm9RSN1120_KOBE_TAK000
33,34,81,106,-5,0,0.0224823,0.0179265,Level3,gm10RSN1119_KOBE_TAZ000
33,34,81,106,-5,0,0.00587925,0.00692715,Level3,gm11RSN1528_CHICHI_TCU101-E
33,34,81,106,-5,0,0.0113606,0.00739144,Level3,gm1RSN6_IMPVALL.I_I-ELC180
33,34,81,106,-5,0,0.00707725,0.00611912,Level3,gm2RSN4458_MONTENE.GRO_ULO000
33,34,81,106,-5,0,0.00750585,0.010373,Level3,gm3RSN165_IMPVALL.H_H-CHI012
33,34,81,106,-5,0,0.0184575,0.00844003,Level3,gm4RSN723_SUPER.B_B-PTS225
33,34,81,106,-5,0,0.0175161,0.0108758,Level3,gm5RSN779_LOMAP_LGP000
33,34,81,106,-5,0,0.0149839,0.0198755,Level3,gm6RSN828_CAPEMEND_PET000
33,34,81,106,-5,0,0.0219683,0.0160859,Level3,gm7RSN1086_NORTHR_SYL090
33,34,81,106,-5,0,0.0111979,0.006599,Level3,gm8RSN949_NORTHR_ARL090
33,34,81,106,-5,0,0.0233645,0.0242047,Level3,gm9RSN1120_KOBE_TAK000
33,34,81,106,-5,0,0.0306426,0.0277104,Level4,gm10RSN1119_KOBE_TAZ000
33,34,81,106,-5,0,0.00930297,0.0109301,Level4,gm11RSN1528_CHICHI_TCU101-E
33,34,81,106,-5,0,0.0179487,0.0116577,Level4,gm1RSN6_IMPVALL.I_I-ELC180
33,34,81,106,-5,0,0.0111913,0.00965296,Level4,gm2RSN4458_MONTENE.GRO_ULO000
33,34,81,106,-5,0,0.0118672,0.0163792,Level4,gm3RSN165_IMPVALL.H_H-CHI012
33,34,81,106,-5,0,0.0239073,0.0133109,Level4,gm4RSN723_SUPER.B_B-PTS225
33,34,81,106,-5,0,0.023552,0.0172463,Level4,gm5RSN779_LOMAP_LGP000
33,34,81,106,-5,0,0.0208984,0.0273261,Level4,gm6RSN828_CAPEMEND_PET000
33,34,81,106,-5,0,0.0324751,0.0252313,Level4,gm7RSN1086_NORTHR_SYL090
33,34,81,106,-5,0,0.0176989,0.0104254,Level4,gm8RSN949_NORTHR_ARL090
33,34,81,106,-5,0,0.0364356,0.0304407,Level4,gm9RSN1120_KOBE_TAK000
33,34,81,106,-5,0,0.0309643,0.0288378,Level5,gm10RSN1119_KOBE_TAZ000
33,34,81,106,-5,0,0.0127264,0.0149321,Level5,gm11RSN1528_CHICHI_TCU101-E
33,34,81,106,-5,0,0.0226934,0.0159274,Level5,gm1RSN6_IMPVALL.I_I-ELC180
33,34,81,106,-5,0,0.015306,0.0131874,Level5,gm2RSN4458_MONTENE.GRO_ULO000
33,34,81,106,-5,0,0.0160043,0.0209102,Level5,gm3RSN165_IMPVALL.H_H-CHI012
33,34,81,106,-5,0,0.0256138,0.0181594,Level5,gm4RSN723_SUPER.B_B-PTS225
33,34,81,106,-5,0,0.0313854,0.0211734,Level5,gm5RSN779_LOMAP_LGP000
33,34,81,106,-5,0,0.0249474,0.0376269,Level5,gm6RSN828_CAPEMEND_PET000
33,34,81,106,-5,0,0.0356698,0.0289908,Level5,gm7RSN1086_NORTHR_SYL090
33,34,81,106,-5,0,0.0236822,0.0142413,Level5,gm8RSN949_NORTHR_ARL090
33,34,81,106,-5,0,0.0558665,0.0383038,Level5,gm9RSN1120_KOBE_TAK000
33,34,81,106,-5,0,0.0344984,0.0360003,Level6,gm10RSN1119_KOBE_TAZ000
33,34,81,106,-5,0,0.0155303,0.0182331,Level6,gm11RSN1528_CHICHI_TCU101-E
33,34,81,106,-5,0,0.0231771,0.0193884,Level6,gm1RSN6_IMPVALL.I_I-ELC180
33,34,81,106,-5,0,0.0186665,0.0160741,Level6,gm2RSN4458_MONTENE.GRO_ULO000
33,34,81,106,-5,0,0.0190256,0.0245866,Level6,gm3RSN165_IMPVALL.H_H-CHI012
33,34,81,106,-5,0,0.0315345,0.0221155,Level6,gm4RSN723_SUPER.B_B-PTS225
33,34,81,106,-5,0,0.0354976,0.0257736,Level6,gm5RSN779_LOMAP_LGP000
33,34,81,106,-5,0,0.0294381,0.0419117,Level6,gm6RSN828_CAPEMEND_PET000
33,34,81,106,-5,0,0.041427,0.0352151,Level6,gm7RSN1086_NORTHR_SYL090
33,34,81,106,-5,0,0.0255742,0.0174005,Level6,gm8RSN949_NORTHR_ARL090
33,34,81,106,-5,0,0.162129,0.0533946,Level6,gm9RSN1120_KOBE_TAK000
33,34,81,106,-5,0,0.0401193,0.0402542,Level7,gm10RSN1119_KOBE_TAZ000
33,34,81,106,-5,0,0.0183379,0.0222094,Level7,gm11RSN1528_CHICHI_TCU101-E
33,34,81,106,-5,0,0.024364,0.0229128,Level7,gm1RSN6_IMPVALL.I_I-ELC180
33,34,81,106,-5,0,0.0220658,0.0189591,Level7,gm2RSN4458_MONTENE.GRO_ULO000
33,34,81,106,-5,0,0.0218139,0.0256325,Level7,gm3RSN165_IMPVALL.H_H-CHI012
33,34,81,106,-5,0,0.0372394,0.0252727,Level7,gm4RSN723_SUPER.B_B-PTS225
33,34,81,106,-5,0,0.0359474,0.0287424,Level7,gm5RSN779_LOMAP_LGP000
33,34,81,106,-5,0,0.0319654,0.0419569,Level7,gm6RSN828_CAPEMEND_PET000
33,34,81,106,-5,0,0.0470472,0.0430603,Level7,gm7RSN1086_NORTHR_SYL090
33,34,81,106,-5,0,0.0303386,0.020552,Level7,gm8RSN949_NORTHR_ARL090
33,34,81,106,-5,0,0.157258,0.163289,Level7,gm9RSN1120_KOBE_TAK000
33,34,81,106,-5,0,0.0434863,0.0432682,Level8,gm10RSN1119_KOBE_TAZ000
33,34,81,106,-5,0,0.020671,0.0267686,Level8,gm11RSN1528_CHICHI_TCU101-E
33,34,81,106,-5,0,0.0259699,0.0261346,Level8,gm1RSN6_IMPVALL.I_I-ELC180
33,34,81,106,-5,0,0.0248414,0.0211117,Level8,gm2RSN4458_MONTENE.GRO_ULO000
33,34,81,106,-5,0,0.0227571,0.0258989,Level8,gm3RSN165_IMPVALL.H_H-CHI012
33,34,81,106,-5,0,0.0412564,0.027621,Level8,gm4RSN723_SUPER.B_B-PTS225
33,34,81,106,-5,0,0.0359159,0.0315587,Level8,gm5RSN779_LOMAP_LGP000
33,34,81,106,-5,0,0.0323511,0.0403142,Level8,gm6RSN828_CAPEMEND_PET000
33,34,81,106,-5,0,0.0521885,0.0520022,Level8,gm7RSN1086_NORTHR_SYL090
33,34,81,106,-5,0,0.0353587,0.0234571,Level8,gm8RSN949_NORTHR_ARL090
33,34,81,106,-5,0,0.245082,0.238685,Level8,gm9RSN1120_KOBE_TAK000
35,36,112,149,-5,0,0.00514176,0.00404518,Level1,gm10RSN1119_KOBE_TAZ000
35,36,112,149,-5,0,0.00135925,0.00157427,Level1,gm11RSN1528_CHICHI_TCU101-E
35,36,112,149,-5,0,0.00258251,0.00167794,Level1,gm1RSN6_IMPVALL.I_I-ELC180
35,36,112,149,-5,0,0.00159933,0.00139747,Level1,gm2RSN4458_MONTENE.GRO_ULO000
35,36,112,149,-5,0,0.00168986,0.00231837,Level1,gm3RSN165_IMPVALL.H_H-CHI012
35,36,112,149,-5,0,0.00424302,0.0018752,Level1,gm4RSN723_SUPER.B_B-PTS225
35,36,112,149,-5,0,0.00396912,0.00242128,Level1,gm5RSN779_LOMAP_LGP000
35,36,112,149,-5,0,0.00341122,0.0046987,Level1,gm6RSN828_CAPEMEND_PET000
35,36,112,149,-5,0,0.00503737,0.00362584,Level1,gm7RSN1086_NORTHR_SYL090
35,36,112,149,-5,0,0.00252923,0.00146348,Level1,gm8RSN949_NORTHR_ARL090
35,36,112,149,-5,0,0.00549316,0.00687127,Level1,gm9RSN1120_KOBE_TAK000
35,36,112,149,-5,0,0.0138485,0.0108517,Level2,gm10RSN1119_KOBE_TAZ000
35,36,112,149,-5,0,0.00359415,0.00418907,Level2,gm11RSN1528_CHICHI_TCU101-E
35,36,112,149,-5,0,0.00695133,0.00445283,Level2,gm1RSN6_IMPVALL.I_I-ELC180
35,36,112,149,-5,0,0.00432729,0.00370496,Level2,gm2RSN4458_MONTENE.GRO_ULO000
35,36,112,149,-5,0,0.00459284,0.00625039,Level2,gm3RSN165_IMPVALL.H_H-CHI012
35,36,112,149,-5,0,0.0113157,0.0050539,Level2,gm4RSN723_SUPER.B_B-PTS225
35,36,112,149,-5,0,0.0107652,0.00655764,Level2,gm5RSN779_LOMAP_LGP000
35,36,112,149,-5,0,0.00922635,0.0126024,Level2,gm6RSN828_CAPEMEND_PET000
35,36,112,149,-5,0,0.0135136,0.00974221,Level2,gm7RSN1086_NORTHR_SYL090
35,36,112,149,-5,0,0.00685898,0.00396329,Level2,gm8RSN949_NORTHR_ARL090
35,36,112,149,-5,0,0.0147194,0.0183628,Level2,gm9RSN1120_KOBE_TAK000
35,36,112,149,-5,0,0.0224528,0.017655,Level3,gm10RSN1119_KOBE_TAZ000
35,36,112,149,-5,0,0.00586742,0.00680356,Level3,gm11RSN1528_CHICHI_TCU101-E
35,36,112,149,-5,0,0.0113454,0.0072435,Level3,gm1RSN6_IMPVALL.I_I-ELC180
35,36,112,149,-5,0,0.00707336,0.00602779,Level3,gm2RSN4458_MONTENE.GRO_ULO000
35,36,112,149,-5,0,0.0074958,0.0101828,Level3,gm3RSN165_IMPVALL.H_H-CHI012
35,36,112,149,-5,0,0.0184312,0.00825285,Level3,gm4RSN723_SUPER.B_B-PTS225
35,36,112,149,-5,0,0.0175107,0.0106611,Level3,gm5RSN779_LOMAP_LGP000
35,36,112,149,-5,0,0.014959,0.0195872,Level3,gm6RSN828_CAPEMEND_PET000
35,36,112,149,-5,0,0.0219503,0.015825,Level3,gm7RSN1086_NORTHR_SYL090
35,36,112,149,-5,0,0.0111887,0.00646356,Level3,gm8RSN949_NORTHR_ARL090
35,36,112,149,-5,0,0.0233267,0.0237661,Level3,gm9RSN1120_KOBE_TAK000
35,36,112,149,-5,0,0.0306101,0.0272413,Level4,gm10RSN1119_KOBE_TAZ000
35,36,112,149,-5,0,0.00928303,0.0107315,Level4,gm11RSN1528_CHICHI_TCU101-E
35,36,112,149,-5,0,0.0179236,0.0114208,Level4,gm1RSN6_IMPVALL.I_I-ELC180
35,36,112,149,-5,0,0.0111839,0.00950472,Level4,gm2RSN4458_MONTENE.GRO_ULO000
35,36,112,149,-5,0,0.0118501,0.0160823,Level4,gm3RSN165_IMPVALL.H_H-CHI012
35,36,112,149,-5,0,0.0238773,0.0130386,Level4,gm4RSN723_SUPER.B_B-PTS225
35,36,112,149,-5,0,0.0235521,0.0168154,Level4,gm5RSN779_LOMAP_LGP000
35,36,112,149,-5,0,0.0208715,0.0268138,Level4,gm6RSN828_CAPEMEND_PET000
35,36,112,149,-5,0,0.0324731,0.0245872,Level4,gm7RSN1086_NORTHR_SYL090
35,36,112,149,-5,0,0.0176834,0.0102148,Level4,gm8RSN949_NORTHR_ARL090
35,36,112,149,-5,0,0.0364243,0.029438,Level4,gm9RSN1120_KOBE_TAK000
35,36,112,149,-5,0,0.0309654,0.0279693,Level5,gm10RSN1119_KOBE_TAZ000
35,36,112,149,-5,0,0.0126984,0.0146587,Level5,gm11RSN1528_CHICHI_TCU101-E
35,36,112,149,-5,0,0.0226635,0.015597,Level5,gm1RSN6_IMPVALL.I_I-ELC180
35,36,112,149,-5,0,0.0152951,0.012982,Level5,gm2RSN4458_MONTENE.GRO_ULO000
35,36,112,149,-5,0,0.0159799,0.0205268,Level5,gm3RSN165_IMPVALL.H_H-CHI012
35,36,112,149,-5,0,0.025584,0.0177814,Level5,gm4RSN723_SUPER.B_B-PTS225
35,36,112,149,-5,0,0.0313798,0.0207455,Level5,gm5RSN779_LOMAP_LGP000
35,36,112,149,-5,0,0.0249097,0.0360592,Level5,gm6RSN828_CAPEMEND_PET000
35,36,112,149,-5,0,0.0356588,0.0277901,Level5,gm7RSN1086_NORTHR_SYL090
35,36,112,149,-5,0,0.0236663,0.0139543,Level5,gm8RSN949_NORTHR_ARL090
35,36,112,149,-5,0,0.0558523,0.0372177,Level5,gm9RSN1120_KOBE_TAK000
35,36,112,149,-5,0,0.0344929,0.03493,Level6,gm10RSN1119_KOBE_TAZ000
35,36,112,149,-5,0,0.0154957,0.0178974,Level6,gm11RSN1528_CHICHI_TCU101-E
35,36,112,149,-5,0,0.0231555,0.0189892,Level6,gm1RSN6_IMPVALL.I_I-ELC180
35,36,112,149,-5,0,0.0186529,0.0158218,Level6,gm2RSN4458_MONTENE.GRO_ULO000
35,36,112,149,-5,0,0.0189916,0.0241369,Level6,gm3RSN165_IMPVALL.H_H-CHI012
35,36,112,149,-5,0,0.0315129,0.0216702,Level6,gm4RSN723_SUPER.B_B-PTS225
35,36,112,149,-5,0,0.035505,0.0251505,Level6,gm5RSN779_LOMAP_LGP000
35,36,112,149,-5,0,0.0294049,0.0403415,Level6,gm6RSN828_CAPEMEND_PET000
35,36,112,149,-5,0,0.041413,0.0345033,Level6,gm7RSN1086_NORTHR_SYL090
35,36,112,149,-5,0,0.0255408,0.0170473,Level6,gm8RSN949_NORTHR_ARL090
35,36,112,149,-5,0,0.162129,0.049421,Level6,gm9RSN1120_KOBE_TAK000
35,36,112,149,-5,0,0.040129,0.0394117,Level7,gm10RSN1119_KOBE_TAZ000
35,36,112,149,-5,0,0.0182978,0.0217419,Level7,gm11RSN1528_CHICHI_TCU101-E
35,36,112,149,-5,0,0.0243338,0.0224043,Level7,gm1RSN6_IMPVALL.I_I-ELC180
35,36,112,149,-5,0,0.0220495,0.018666,Level7,gm2RSN4458_MONTENE.GRO_ULO000
35,36,112,149,-5,0,0.0217765,0.0250265,Level7,gm3RSN165_IMPVALL.H_H-CHI012
35,36,112,149,-5,0,0.0372339,0.0247484,Level7,gm4RSN723_SUPER.B_B-PTS225
35,36,112,149,-5,0,0.0359655,0.0280153,Level7,gm5RSN779_LOMAP_LGP000
35,36,112,149,-5,0,0.0319452,0.0408149,Level7,gm6RSN828_CAPEMEND_PET000
35,36,112,149,-5,0,0.0470281,0.0419696,Level7,gm7RSN1086_NORTHR_SYL090
35,36,112,149,-5,0,0.0303035,0.0201463,Level7,gm8RSN949_NORTHR_ARL090
35,36,112,149,-5,0,0.157277,0.129595,Level7,gm9RSN1120_KOBE_TAK000
35,36,112,149,-5,0,0.043503,0.0425974,Level8,gm10RSN1119_KOBE_TAZ000
35,36,112,149,-5,0,0.0206221,0.0260542,Level8,gm11RSN1528_CHICHI_TCU101-E
35,36,112,149,-5,0,0.0259396,0.0254869,Level8,gm1RSN6_IMPVALL.I_I-ELC180
35,36,112,149,-5,0,0.0248266,0.0208564,Level8,gm2RSN4458_MONTENE.GRO_ULO000
35,36,112,149,-5,0,0.0227181,0.0250988,Level8,gm3RSN165_IMPVALL.H_H-CHI012
35,36,112,149,-5,0,0.0412653,0.0270875,Level8,gm4RSN723_SUPER.B_B-PTS225
35,36,112,149,-5,0,0.0359294,0.0305714,Level8,gm5RSN779_LOMAP_LGP000
35,36,112,149,-5,0,0.0323215,0.0394095,Level8,gm6RSN828_CAPEMEND_PET000
35,36,112,149,-5,0,0.0521802,0.0506746,Level8,gm7RSN1086_NORTHR_SYL090
35,36,112,149,-5,0,0.0353408,0.0229983,Level8,gm8RSN949_NORTHR_ARL090
35,36,112,149,-5,0,0.245109,0.230791,Level8,gm9RSN1120_KOBE_TAK000
37,38,148,207,-5,0,0.00513445,0.00397088,Level1,gm10RSN1119_KOBE_TAZ000
37,38,148,207,-5,0,0.00135432,0.00154408,Level1,gm11RSN1528_CHICHI_TCU101-E
37,38,148,207,-5,0,0.00258272,0.00164191,Level1,gm1RSN6_IMPVALL.I_I-ELC180
37,38,148,207,-5,0,0.00160141,0.00137625,Level1,gm2RSN4458_MONTENE.GRO_ULO000
37,38,148,207,-5,0,0.00169091,0.00226536,Level1,gm3RSN165_IMPVALL.H_H-CHI012
37,38,148,207,-5,0,0.00423628,0.00182412,Level1,gm4RSN723_SUPER.B_B-PTS225
37,38,148,207,-5,0,0.00397113,0.00236348,Level1,gm5RSN779_LOMAP_LGP000
37,38,148,207,-5,0,0.00340967,0.00461305,Level1,gm6RSN828_CAPEMEND_PET000
37,38,148,207,-5,0,0.00503211,0.00355549,Level1,gm7RSN1086_NORTHR_SYL090
37,38,148,207,-5,0,0.00253031,0.0014261,Level1,gm8RSN949_NORTHR_ARL090
37,38,148,207,-5,0,0.00548778,0.0067222,Level1,gm9RSN1120_KOBE_TAK000
37,38,148,207,-5,0,0.0138375,0.010645,Level2,gm10RSN1119_KOBE_TAZ000
37,38,148,207,-5,0,0.00359081,0.00410051,Level2,gm11RSN1528_CHICHI_TCU101-E
37,38,148,207,-5,0,0.00694693,0.00434896,Level2,gm1RSN6_IMPVALL.I_I-ELC180
37,38,148,207,-5,0,0.00432782,0.00364033,Level2,gm2RSN4458_MONTENE.GRO_ULO000
37,38,148,207,-5,0,0.0045906,0.0061158,Level2,gm3RSN165_IMPVALL.H_H-CHI012
37,38,148,207,-5,0,0.0113025,0.00492452,Level2,gm4RSN723_SUPER.B_B-PTS225
37,38,148,207,-5,0,0.0107658,0.00641052,Level2,gm5RSN779_LOMAP_LGP000
37,38,148,207,-5,0,0.00921721,0.0123651,Level2,gm6RSN828_CAPEMEND_PET000
37,38,148,207,-5,0,0.0135042,0.0095447,Level2,gm7RSN1086_NORTHR_SYL090
37,38,148,207,-5,0,0.00685686,0.00387042,Level2,gm8RSN949_NORTHR_ARL090
37,38,148,207,-5,0,0.0147003,0.0179717,Level2,gm9RSN1120_KOBE_TAK000
37,38,148,207,-5,0,0.0224338,0.0173172,Level3,gm10RSN1119_KOBE_TAZ000
37,38,148,207,-5,0,0.00586011,0.00665682,Level3,gm11RSN1528_CHICHI_TCU101-E
37,38,148,207,-5,0,0.0113365,0.00707162,Level3,gm1RSN6_IMPVALL.I_I-ELC180
37,38,148,207,-5,0,0.00707239,0.00591928,Level3,gm2RSN4458_MONTENE.GRO_ULO000
37,38,148,207,-5,0,0.00749032,0.00996638,Level3,gm3RSN165_IMPVALL.H_H-CHI012
37,38,148,207,-5,0,0.0184112,0.00804423,Level3,gm4RSN723_SUPER.B_B-PTS225
37,38,148,207,-5,0,0.01751,0.0104263,Level3,gm5RSN779_LOMAP_LGP000
37,38,148,207,-5,0,0.0149429,0.0192314,Level3,gm6RSN828_CAPEMEND_PET000
37,38,148,207,-5,0,0.0219371,0.015501,Level3,gm7RSN1086_NORTHR_SYL090
37,38,148,207,-5,0,0.0111835,0.0063149,Level3,gm8RSN949_NORTHR_ARL090
37,38,148,207,-5,0,0.0233022,0.0232766,Level3,gm9RSN1120_KOBE_TAK000
37,38,148,207,-5,0,0.0305895,0.0267237,Level4,gm10RSN1119_KOBE_TAZ000
37,38,148,207,-5,0,0.00926981,0.0104977,Level4,gm11RSN1528_CHICHI_TCU101-E
37,38,148,207,-5,0,0.017908,0.0111475,Level4,gm1RSN6_IMPVALL.I_I-ELC180
37,38,148,207,-5,0,0.0111808,0.0093302,Level4,gm2RSN4458_MONTENE.GRO_ULO000
37,38,148,207,-5,0,0.0118398,0.0157425,Level4,gm3RSN165_IMPVALL.H_H-CHI012
37,38,148,207,-5,0,0.0238539,0.01273,Level4,gm4RSN723_SUPER.B_B-PTS225
37,38,148,207,-5,0,0.0235559,0.016366,Level4,gm5RSN779_LOMAP_LGP000
37,38,148,207,-5,0,0.0208558,0.0262593,Level4,gm6RSN828_CAPEMEND_PET000
37,38,148,207,-5,0,0.0324708,0.023903,Level4,gm7RSN1086_NORTHR_SYL090
37,38,148,207,-5,0,0.0176737,0.00998191,Level4,gm8RSN949_NORTHR_ARL090
